0.02183,-0.0045885,-0.034302,-0.05285,-0.061209,-0.056755,-0.044674,-0.048579,-0.064382,-0.054742,-0.044064,-0.039915,-0.053399,-0.044003,-0.03296,-0.024479,-0.037719,-0.037902,-0.01972,-0.022404,-0.035156,-0.035156,-0.012642,-0.012215,-0.036438,-0.030885,-0.0074561,-0.0083713,-0.03357,-0.025943,-0.013008,-0.0044664,-0.029482,-0.032228,-0.012886,-0.0060527,-0.018195,-0.027468,-0.0089204,-0.0055036,-0.016364,-0.026187,-0.0077002,-0.0012327,-0.012642,-0.023686,-0.016425,-0.00074465,-0.0072731,-0.032106
0.0269,-0.0010392,-0.031603,-0.035874,-0.04035,-0.054243,-0.064739,-0.043283,-0.041791,-0.038446,-0.045187,-0.04601,-0.032066,-0.02229,-0.038446,-0.028155,-0.01627,-0.020849,-0.028773,-0.021261,-0.014057,-0.027024,-0.02476,-0.0095291,-0.023473,-0.02831,-0.013748,-0.0071622,-0.012205,-0.024502,-0.0068021,-0.010558,-0.019974,-0.017196,-0.0010393,-0.017968,-0.018431,-0.015343,-0.001245,-0.0023256,-0.017144,-0.013543,-0.028876,-0.0045381,-0.019048,-0.013491,-0.0060303,0.0013276,-0.011021,-0.027538
0.0269,-0.0010392,-0.031603,-0.035874,-0.04035,-0.054243,-0.064739,-0.043283,-0.041791,-0.038446,-0.045187,-0.04601,-0.032066,-0.02229,-0.038446,-0.028155,-0.01627,-0.020849,-0.028773,-0.021261,-0.014057,-0.027024,-0.02476,-0.0095291,-0.023473,-0.02831,-0.013748,-0.0071622,-0.012205,-0.024502,-0.0068021,-0.010558,-0.019974,-0.017196,-0.0010393,-0.017968,-0.018431,-0.015343,-0.001245,-0.0023256,-0.017144,-0.013543,-0.028876,-0.0045381,-0.019048,-0.013491,-0.0060303,0.0013276,-0.011021,-0.027538
0.034841,0.0081364,-0.020695,-0.04239,-0.042248,-0.0379,-0.043005,-0.040594,-0.031945,-0.032086,-0.038987,-0.03634,-0.021074,-0.019419,-0.030101,-0.023815,-0.01162,-0.024618,-0.027029,-0.012235,-0.014173,-0.018852,-0.022397,-0.0027819,-0.015449,-0.025233,-0.018143,0.0011411,-0.010628,-0.02287,-0.0163,0.0024173,0.00090481,-0.018049,-0.014787,-0.01923,0.00057399,-0.015024,-0.013653,-0.0062795,0.00047943,-0.012471,-0.022444,-0.0082174,-0.00098579,-0.011053,-0.015165,-0.011668,-0.001742,-0.019797
0.027944,-0.0021082,-0.024382,-0.019964,-0.017709,-0.022081,-0.03147,-0.0369,-0.035197,-0.025855,-0.025073,-0.029215,-0.03147,-0.019872,-0.016881,-0.018676,-0.022772,-0.021345,-0.011174,-0.024797,-0.026821,-0.01099,-0.011681,-0.022081,-0.024382,-0.0023382,-0.0078148,-0.018814,-0.01863,-0.0027064,-0.0050535,-0.020701,-0.0096096,-0.0026144,-0.0092414,-0.017985,-0.013015,-0.0014178,-0.012693,-0.015914,-0.0086892,-0.0004514,-0.012463,-0.016283,-0.0095176,-0.0021082,-0.0029366,-0.015362,-0.011773,-0.0034428
0.064711,-0.0352,-0.02698,-0.026606,-0.025336,-0.020478,-0.016966,-0.010689,-0.006056,-0.0018713,-0.00030206,0.00037052,-0.00075041,7.1573e-05,7.1573e-05,-0.00075041,0.0005947,-0.00045151,0.0007442,0.00074415,-0.00022733,-0.0001526,7.1573e-05,0.00022102,-0.00030206,-0.0001526,0.00022102,-0.0001526,-3.1526e-06,-0.0001526,-3.1526e-06,-0.00030206,0.00022102,-3.1526e-06,-3.1526e-06,-0.0001526,-0.0001526,7.1573e-05,-0.0001526,-3.1526e-06,0.00022102,-0.0001526,0.00022102,-0.0001526,-3.1526e-06,-3.1526e-06,-0.0001526,-0.00030206,0.00022102,-0.00030206
0.04083,-0.033713,-0.048425,-0.053139,-0.037236,-0.018276,-0.025321,-0.026564,-0.012785,-0.0042378,-0.020141,-0.017344,-0.0031499,-0.013251,-0.017551,0.001305,-0.018535,-0.0015441,-0.015686,-0.0077085,-0.013821,-0.011594,-0.005481,-0.017706,0.00052805,-0.015013,-0.016878,-0.014028,-0.020607,-0.01465,-0.0040306,-0.0015441,-0.010299,-0.0088482,-0.010247,-0.0132,-0.017396,-0.0032535,-0.012371,-0.011231,-0.0048594,-0.014287,-0.0026319,-0.01408,-0.013148,-0.014236,-0.019312,-0.0077085,-0.0070351,-0.0070351
0.04083,-0.033713,-0.048425,-0.053139,-0.037236,-0.018276,-0.025321,-0.026564,-0.012785,-0.0042378,-0.020141,-0.017344,-0.0031499,-0.013251,-0.017551,0.001305,-0.018535,-0.0015441,-0.015686,-0.0077085,-0.013821,-0.011594,-0.005481,-0.017706,0.00052805,-0.015013,-0.016878,-0.014028,-0.020607,-0.01465,-0.0040306,-0.0015441,-0.010299,-0.0088482,-0.010247,-0.0132,-0.017396,-0.0032535,-0.012371,-0.011231,-0.0048594,-0.014287,-0.0026319,-0.01408,-0.013148,-0.014236,-0.019312,-0.0077085,-0.0070351,-0.0070351
0.04083,-0.033713,-0.048425,-0.053139,-0.037236,-0.018276,-0.025321,-0.026564,-0.012785,-0.0042378,-0.020141,-0.017344,-0.0031499,-0.013251,-0.017551,0.001305,-0.018535,-0.0015441,-0.015686,-0.0077085,-0.013821,-0.011594,-0.005481,-0.017706,0.00052805,-0.015013,-0.016878,-0.014028,-0.020607,-0.01465,-0.0040306,-0.0015441,-0.010299,-0.0088482,-0.010247,-0.0132,-0.017396,-0.0032535,-0.012371,-0.011231,-0.0048594,-0.014287,-0.0026319,-0.01408,-0.013148,-0.014236,-0.019312,-0.0077085,-0.0070351,-0.0070351
0.025394,-0.031532,-0.041687,-0.055521,-0.032959,-0.026262,-0.029061,-0.029116,-0.0072682,-0.008915,-0.025109,-0.0063349,-0.0037548,-0.022694,-0.008915,-0.0075975,-0.021321,-0.012428,-0.0074877,-0.021486,-0.0015591,-0.01166,-0.017204,-0.0049076,-0.016985,-0.0048527,-0.011166,-0.0090248,-0.017369,-0.016051,-0.021376,-0.020553,0.0018993,-0.011056,-0.013361,-0.012483,-0.020443,-0.014844,-0.0035353,-0.015502,-0.0097384,-0.014514,-0.0074877,-0.015338,-0.0037549,-0.012977,-0.0084209,-0.0060055,-0.014514,0.0002525
